question,type,database
What is the average runtime of movies in the 'Adventure' genre?,Complex Aggregation Queries,recommendations
Which movie has the most actors credited?,Complex Aggregation Queries,recommendations
List the movies directed by directors born in the USA.,Complex Aggregation Queries,recommendations
What is the average IMDb rating of movies with a budget greater than $100 million?,Complex Aggregation Queries,recommendations
Find the actors who have acted in movies with a revenue greater than $500 million.,Complex Aggregation Queries,recommendations
List the movies released between 1990 and 2000 with an IMDb rating higher than 8.5.,Complex Aggregation Queries,recommendations
What are the top 3 most common languages spoken in movies?,Complex Aggregation Queries,recommendations
Find the actors who have acted in at least 5 movies with an IMDb rating above 7.0.,Complex Aggregation Queries,recommendations
List the movies released in the year the user with userId '1' was born.,Complex Aggregation Queries,recommendations
What is the average budget of movies in the 'Science Fiction' genre?,Complex Aggregation Queries,recommendations
"Find the movies that share the same genres as ""Toy Story"".",Complex Aggregation Queries,recommendations
List the actors who have acted in both 'Comedy' and 'Drama' movies.,Complex Aggregation Queries,recommendations
What is the total revenue generated by movies directed by Steven Spielberg?,Complex Aggregation Queries,recommendations
Which movie has the highest difference between its budget and revenue?,Complex Aggregation Queries,recommendations
Find the actors who have starred in movies with a runtime longer than their lifespan.,Complex Aggregation Queries,recommendations
List the movies released in the same year as the movie with the highest IMDb rating.,Complex Aggregation Queries,recommendations
What is the average IMDb rating of movies directed by female directors?,Complex Aggregation Queries,recommendations
Find the directors who have directed movies in more than 10 different genres.,Complex Aggregation Queries,recommendations
"List the movies with a higher budget than ""Titanic"" but a lower IMDb rating.",Complex Aggregation Queries,recommendations
What is the average runtime of movies that have won an Oscar for Best Picture?,Complex Aggregation Queries,recommendations
Which actor has the highest average IMDb rating for their movies?,Complex Aggregation Queries,recommendations
Find the movies that have been rated by at least 1000 users with an average rating above 8.0.,Complex Aggregation Queries,recommendations
List the directors who have worked with both Tom Hanks and Leonardo DiCaprio.,Complex Aggregation Queries,recommendations
What is the total number of movies released in each decade?,Complex Aggregation Queries,recommendations
Find the actors who have acted in movies directed by their spouses.,Complex Aggregation Queries,recommendations
List the movies that have won both an Oscar and a Golden Globe award.,Complex Aggregation Queries,recommendations
What is the average age of directors at the time they directed their first movie?,Complex Aggregation Queries,recommendations
Which movie genre has the highest average revenue?,Complex Aggregation Queries,recommendations
Find the actors who have played the same role in different movies.,Complex Aggregation Queries,recommendations
List the movies that have been filmed in more than 5 different countries.,Complex Aggregation Queries,recommendations
What is the average IMDb rating of movies based on books?,Complex Aggregation Queries,recommendations
Which director has the highest ratio of box office revenue to budget?,Complex Aggregation Queries,recommendations
Find the actors who have won an Oscar for a movie they also directed.,Complex Aggregation Queries,recommendations
List the movies with a runtime longer than 3 hours that have an IMDb rating above 8.0.,Complex Aggregation Queries,recommendations
What is the average number of movies released per year in each genre?,Complex Aggregation Queries,recommendations
Which movie has the most sequels?,Complex Aggregation Queries,recommendations
Find the actors who have starred in movies with a budget greater than their net worth.,Complex Aggregation Queries,recommendations
List the movies that have been adapted into TV shows.,Complex Aggregation Queries,recommendations
Which director has worked with the most different actors?,Complex Aggregation Queries,recommendations
Find the actors who have starred in movies with a runtime shorter than their age.,Complex Aggregation Queries,recommendations
List the movies that have been remade more than once.,Complex Aggregation Queries,recommendations
What is the average budget of movies that have won the Palme d'Or award?,Complex Aggregation Queries,recommendations
Which movie genre has the highest average IMDb rating?,Complex Aggregation Queries,recommendations
Find the actors who have starred in movies with a release date before their birth.,Complex Aggregation Queries,recommendations
List the movies that have been banned in certain countries.,Complex Aggregation Queries,recommendations
What is the average runtime of movies based on true stories?,Complex Aggregation Queries,recommendations
Which director has the highest number of movies with a perfect 10 rating on IMDb?,Complex Aggregation Queries,recommendations
Find the actors who have starred in movies with a budget of over $1 billion.,Complex Aggregation Queries,recommendations
